"Time Frame Start","Time Frame End","Term. UA Type","Presence in Calls","Average Session Establishment Time (s)","Variance in Session Establishment Time (s)","Std. Deviation in Session Establishment Time (s)","Minimum Session Establishment Time (s)","Maximum Session Establishment Time (s)","95% Percentile of Establishment Time (s)"
"2017-11-06 14:34","2017-11-06 14:35","Speedport W 724V/Version 01011603.00.309",1,"4,382","0,000","0,000","4,382","4,382","4,382"
