"Time Frame Start","Time Frame End","SIP Call ID","IMS Forwarding Time Request (s)","IMS Forwarding Time Response (s)","IMS Forwarding Time Request Originating (s)","IMS Forwarding Time Request Terminating (s)","IMS Forwarding Time Response Originating (s)","IMS Forwarding Time Response Terminating (s)"
"2017-11-06 14:34","2017-11-06 14:35",4412-1518-1657274620-7FEEFB98DA89-0029@51.1.4.7,"0,695","0,273","0,539","0,156","2,810",-
